body_pos_x,body_pos_y,body_pos_z,body_quat_w,body_quat_x,body_quat_y,body_quat_z,joint_pos_00,joint_pos_01,joint_pos_02,joint_pos_03,joint_pos_04,joint_pos_05,joint_pos_06,joint_pos_07,joint_pos_08,joint_pos_09,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_pos_16,joint_pos_17,joint_pos_18,joint_pos_19,joint_pos_20,joint_pos_21,joint_pos_22,joint_pos_23,joint_pos_24,joint_pos_25,joint_pos_26,joint_vel_00,joint_vel_01,joint_vel_02,joint_vel_03,joint_vel_04,joint_vel_05,joint_vel_06,joint_vel_07,joint_vel_08,joint_vel_09,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26
2.567748,-0.004102,1.136608,0.999582,0.023045,0.017275,0.002482,-0.030324,-0.080905,-0.592739,0.985573,-0.656680,0.037155,-0.017296,-0.000168,-0.357362,0.853613,-0.530710,-0.028880,0.000000,0.146585,-0.010608,-0.002042,-0.353691,0.000172,-0.000497,0.001537,0.118550,-0.011266,-0.000932,-0.379611,-0.000093,0.000174,0.000949,0.124422,-0.220985,0.115086,-0.860485,1.796308,-0.752379,-0.086421,0.152397,0.282136,-0.029089,-0.161134,0.077641,0.000000,0.016914,0.002630,0.001984,0.022545,-0.000290,0.001519,-0.001074,0.026659,-0.000041,0.000865,-0.007929,-0.000620,0.001186,0.004426
2.574478,-0.003751,1.134965,0.999600,0.023081,0.016322,0.000946,-0.027688,-0.085491,-0.590225,0.967782,-0.618352,0.019155,-0.018948,0.002846,-0.351489,0.852860,-0.533918,-0.027337,0.000000,0.146908,-0.010541,-0.001998,-0.353260,0.000166,-0.000465,0.001511,0.119077,-0.011252,-0.000909,-0.379768,-0.000105,0.000200,0.001035,0.131780,-0.229316,0.125706,-0.889567,1.916373,-0.899996,-0.082613,0.150731,0.293616,-0.037679,-0.160405,0.077117,0.000000,0.016150,0.003373,0.002190,0.021572,-0.000292,0.001616,-0.001317,0.026338,0.000693,0.001136,-0.007851,-0.000600,0.001316,0.004275
2.580782,-0.003399,1.136773,0.999614,0.023116,0.015369,-0.000590,-0.025053,-0.090077,-0.587711,0.949990,-0.580025,0.001155,-0.020601,0.005861,-0.345617,0.852106,-0.537126,-0.025795,0.000000,0.147231,-0.010474,-0.001954,-0.352828,0.000160,-0.000433,0.001484,0.119603,-0.011238,-0.000886,-0.379925,-0.000116,0.000226,0.001120,0.131780,-0.229316,0.125706,-0.889567,1.916373,-0.899996,-0.082613,0.150731,0.293615,-0.037679,-0.160404,0.077117,0.000000,0.016150,0.003373,0.002190,0.021572,-0.000292,0.001616,-0.001317,0.026338,0.000693,0.001136,-0.007851,-0.000600,0.001316,0.004275
2.587569,-0.003047,1.140993,0.999626,0.023151,0.014416,-0.002126,-0.022417,-0.094664,-0.585197,0.932199,-0.541697,-0.016845,-0.022253,0.008876,-0.339745,0.851353,-0.540334,-0.024253,0.000000,0.147554,-0.010406,-0.001911,-0.352397,0.000154,-0.000401,0.001458,0.120130,-0.011224,-0.000864,-0.380082,-0.000128,0.000253,0.001206,0.132499,-0.189224,0.151621,-0.915334,2.126501,-0.747198,-0.074523,0.148812,0.304460,-0.059225,-0.151134,0.075951,0.000000,0.014155,0.003895,0.002354,0.019275,-0.000301,0.001725,-0.001844,0.022488,0.001426,0.001546,-0.009181,-0.000523,0.001538,0.003502
2.593852,-0.002713,1.144742,0.999637,0.023054,0.013483,-0.003615,-0.019753,-0.097646,-0.581646,0.913377,-0.494965,-0.028733,-0.023582,0.011813,-0.333439,0.849737,-0.543172,-0.022757,0.000000,0.147797,-0.010318,-0.001860,-0.352057,0.000148,-0.000364,0.001411,0.120503,-0.011181,-0.000824,-0.380292,-0.000137,0.000288,0.001260,0.133832,-0.115744,0.199148,-0.962672,2.511977,-0.467149,-0.059700,0.145312,0.324374,-0.098734,-0.134151,0.073820,0.000000,0.010500,0.004850,0.002655,0.015064,-0.000317,0.001925,-0.002811,0.015433,0.002771,0.002299,-0.011620,-0.000382,0.001945,0.002084
2.601207,-0.002392,1.148566,0.999647,0.022847,0.012566,-0.005065,-0.017064,-0.099294,-0.577231,0.893692,-0.441218,-0.035531,-0.024641,0.014688,-0.326770,0.847403,-0.545700,-0.021300,0.000000,0.147974,-0.010212,-0.001804,-0.351794,0.000141,-0.000324,0.001346,0.120747,-0.011113,-0.000772,-0.380547,-0.000144,0.000330,0.001289,0.134454,-0.082356,0.220776,-0.984310,2.687512,-0.339905,-0.052969,0.143739,0.333466,-0.116707,-0.126448,0.072861,0.000000,0.008840,0.005285,0.002792,0.013152,-0.000324,0.002016,-0.003251,0.012227,0.003383,0.002641,-0.012730,-0.000318,0.002130,0.001440
2.607732,-0.002071,1.151403,0.999655,0.022640,0.011649,-0.006515,-0.014375,-0.100941,-0.572815,0.874005,-0.387464,-0.042329,-0.025700,0.017563,-0.320100,0.845069,-0.548230,-0.019842,0.000000,0.148151,-0.010106,-0.001748,-0.351531,0.000135,-0.000283,0.001280,0.120992,-0.011046,-0.000719,-0.380801,-0.000150,0.000373,0.001318,0.134454,-0.082351,0.220777,-0.984314,2.687532,-0.339889,-0.052968,0.143739,0.333468,-0.116709,-0.126451,0.072860,0.000000,0.008840,0.005286,0.002792,0.013152,-0.000324,0.002016,-0.003251,0.012227,0.003383,0.002641,-0.012730,-0.000318,0.002130,0.001440
2.614156,-0.001750,1.153722,0.999659,0.022433,0.010732,-0.007966,-0.011686,-0.102588,-0.568400,0.854320,-0.333717,-0.049126,-0.026760,0.020438,-0.313431,0.842735,-0.550759,-0.018385,0.000000,0.148328,-0.010001,-0.001693,-0.351268,0.000128,-0.000243,0.001215,0.121237,-0.010978,-0.000666,-0.381056,-0.000157,0.000416,0.001347,0.110651,-0.027518,0.211781,-0.808904,2.157785,-0.218176,-0.045924,0.144077,0.325931,-0.134292,-0.112203,0.072070,0.000000,0.006596,0.005336,0.002826,0.010949,-0.000348,0.002097,-0.003758,0.006648,0.003684,0.002914,-0.014577,-0.000253,0.002294,0.000730
2.619827,-0.001438,1.155487,0.999661,0.022100,0.010028,-0.009420,-0.009949,-0.102041,-0.564344,0.841648,-0.301153,-0.051056,-0.027537,0.023326,-0.307063,0.839697,-0.552718,-0.016960,0.000000,0.148415,-0.009893,-0.001635,-0.351093,0.000121,-0.000199,0.001130,0.121258,-0.010898,-0.000602,-0.381384,-0.000160,0.000465,0.001347,0.049082,0.114397,0.188576,-0.355200,0.787456,0.096773,-0.027711,0.145007,0.306547,-0.179856,-0.075372,0.070050,0.000000,0.000793,0.005468,0.002915,0.005253,-0.000410,0.002305,-0.005071,-0.007789,0.004464,0.003621,-0.019363,-0.000084,0.002719,-0.001107
2.626628,-0.001139,1.157347,0.999661,0.021570,0.009664,-0.010881,-0.009723,-0.098012,-0.560857,0.840112,-0.302219,-0.045255,-0.027868,0.026238,-0.301169,0.835541,-0.553773,-0.015583,0.000000,0.148359,-0.009782,-0.001576,-0.351058,0.000112,-0.000151,0.001013,0.120925,-0.010799,-0.000521,-0.381830,-0.000160,0.000524,0.001303,0.011303,0.201482,0.174341,-0.076807,-0.053390,0.290034,-0.016536,0.145581,0.294661,-0.207819,-0.052774,0.068812,0.000000,-0.002768,0.005549,0.002970,0.001758,-0.000448,0.002433,-0.005877,-0.016648,0.004943,0.004055,-0.022300,0.000020,0.002980,-0.002235
