0.0000000000,0.0000000000,0.9250000000,0.9996683951,-0.0004036574,0.0257467545,0.0002039391,-0.0090015745,-0.0520128831,-0.4022131264,0.8225559592,-0.4712660909,0.0124470247,0.0074951658,0.0423454531,-0.4932042658,0.8455635905,-0.4035297334,-0.0088611403,0.0000000000,0.1229956970,-0.0020865873,-0.0006715793,-0.3883604109,0.0000874780,-0.0003446263,0.0006588100,0.1271614581,0.0016512357,0.0006015502,-0.3783433735,-0.0000805172,0.0003581672,0.0006202206
-0.0000736287,-0.0000068261,0.9249914765,0.9996683413,-0.0004164679,0.0257487762,0.0001856445,-0.0089590596,-0.0519754142,-0.4024215937,0.8227038980,-0.4712115824,0.0124332458,0.0075269509,0.0423824377,-0.4933773875,0.8456243277,-0.4034232199,-0.0088669509,0.0000000000,0.1230312064,-0.0020828883,-0.0006701248,-0.3883102834,0.0000875341,-0.0003446144,0.0006587147,0.1271071583,0.0016654996,0.0006024473,-0.3784178793,-0.0000804740,0.0003584107,0.0006201925
-0.0001454694,-0.0000178955,0.9249854863,0.9996682399,-0.0004291330,0.0257526432,0.0001654528,-0.0089126928,-0.0519333631,-0.4026176333,0.8228256702,-0.4711468518,0.0124100875,0.0075633540,0.0424243547,-0.4935428798,0.8456677198,-0.4033074677,-0.0088808946,0.0000000000,0.1230672598,-0.0020806808,-0.0006692222,-0.3882600069,0.0000875224,-0.0003450212,0.0006587307,0.1270545274,0.0016781538,0.0006027446,-0.3784923255,-0.0000804911,0.0003581017,0.0006201937
-0.0002217057,-0.0000295646,0.9249803901,0.9996680858,-0.0004391190,0.0257586017,0.0001410457,-0.0088701872,-0.0518847704,-0.4028216302,0.8229421973,-0.4710741639,0.0123920469,0.0075951517,0.0424730740,-0.4937200248,0.8457070589,-0.4031810462,-0.0088910172,0.0000000000,0.1231068745,-0.0020827949,-0.0006693833,-0.3882047832,0.0000876174,-0.0003460711,0.0006588259,0.1269979477,0.0016873683,0.0006018430,-0.3785731196,-0.0000804216,0.0003570861,0.0006203413
-0.0002893896,-0.0000357477,0.9249772608,0.9996679212,-0.0004429654,0.0257650338,0.0001189985,-0.0088492362,-0.0518390760,-0.4029976130,0.8230278492,-0.4709961712,0.0123761157,0.0076069362,0.0425181314,-0.4938783646,0.8457363248,-0.4030641913,-0.0088988515,0.0000000000,0.1231421158,-0.0020879242,-0.0006705446,-0.3881552219,0.0000876802,-0.0003474907,0.0006591057,0.1269483715,0.0016923577,0.0006000646,-0.3786456585,-0.0000803757,0.0003556412,0.0006203469
-0.0003475271,-0.0000421413,0.9249751449,0.9996678036,-0.0004415593,0.0257697003,0.0001001970,-0.0088392952,-0.0517997891,-0.4031389356,0.8230890632,-0.4709274173,0.0123578710,0.0076072039,0.0425566919,-0.4940136373,0.8457653522,-0.4029657543,-0.0089061121,0.0000000000,0.1231731400,-0.0020933235,-0.0006715314,-0.3881113231,0.0000877401,-0.0003487413,0.0006595351,0.1269071698,0.0016959194,0.0005984816,-0.3787083030,-0.0000803732,0.0003543858,0.0006206624
-0.0004090678,-0.0000462447,0.9249754131,0.9996677391,-0.0004350501,0.0257723841,0.0000795839,-0.0088442583,-0.0517589785,-0.4032697082,0.8231300116,-0.4708418548,0.0123515232,0.0075933593,0.0425969288,-0.4941441715,0.8457841277,-0.4028600454,-0.0089032175,0.0000000000,0.1232074276,-0.0020994220,-0.0006722920,-0.3880622089,0.0000877844,-0.0003497889,0.0006598100,0.1268654615,0.0016996560,0.0005969873,-0.3787763715,-0.0000804395,0.0003534040,0.0006216456
-0.0004738391,-0.0000499614,0.9249771416,0.9996677140,-0.0004251811,0.0257735782,0.0000594362,-0.0088578481,-0.0517186709,-0.4033894241,0.8231540918,-0.4707497358,0.0123441080,0.0075734644,0.0426387228,-0.4942702055,0.8457973599,-0.4027473927,-0.0089161992,0.0000000000,0.1232432202,-0.0021031040,-0.0006717429,-0.3880106807,0.0000877559,-0.0003499542,0.0006595545,0.1268217862,0.0017066579,0.0005966707,-0.3788502514,-0.0000805160,0.0003530779,0.0006225890
-0.0005296340,-0.0000505652,0.9249794662,0.9996677380,-0.0004128302,0.0257728681,0.0000494038,-0.0088774255,-0.0516984127,-0.4034858644,0.8231611848,-0.4706600308,0.0123321507,0.0075439932,0.0426564738,-0.4943728447,0.8458055258,-0.4026528299,-0.0089001954,0.0000000000,0.1232732087,-0.0021066838,-0.0006716318,-0.3879648149,0.0000876986,-0.0003503906,0.0006594825,0.1267848611,0.0017126290,0.0005960815,-0.3789159060,-0.0000806170,0.0003525545,0.0006232979
-0.0005775647,-0.0000466563,0.9249822080,0.9996678021,-0.0003978669,0.0257706278,0.0000429566,-0.0089134546,-0.0516884476,-0.4035578966,0.8231557608,-0.4705787003,0.0123436656,0.0075033056,0.0426678732,-0.4944563508,0.8458135128,-0.4025728106,-0.0088964328,0.0000000000,0.1233004332,-0.0021104035,-0.0006714197,-0.3879248500,0.0000876944,-0.0003505549,0.0006590669,0.1267514378,0.0017173613,0.0005956658,-0.3789733648,-0.0000806508,0.0003522871,0.0006241499
